geoid,tmfi_2020,tmfi_2024,msa_2020,msa_2024,classification
37175960602,62.2,82.7,42540,99999,Mixed (real + reclass)
37177960100,72.4,89.2,42540,99999,Mixed (real + reclass)
37177999999,74.4,89.2,42540,99999,Mixed (real + reclass)
37179020100,110.8,110.7,42540,16740,Stable Economy
37179020203,86.8,148.2,42540,16740,Mixed (real + reclass)
37179020204,100.7,119.6,42540,16740,Mixed (real + reclass)
37179020205,88.5,102.4,42540,16740,Mixed (real + reclass)
37179020206,88.1,103.7,42540,16740,Mixed (real + reclass)
37179020305,87.8,121.2,42540,16740,Mixed (real + reclass)
37179020307,132.2,88.6,42540,16740,Mixed (real + reclass)
37179020308,115.5,125.1,42540,16740,Mixed (real + reclass)
37179020309,149.4,131.4,42540,16740,Mixed (real + reclass)
37179020310,130.6,130.1,42540,16740,Stable Economy
37179020312,164.6,88.9,42540,16740,Mixed (real + reclass)
37179020313,130.3,82.7,42540,16740,Mixed (real + reclass)
37179020314,82,114.3,42540,16740,Mixed (real + reclass)
37179020315,104.3,147,42540,16740,Mixed (real + reclass)
37179020316,110.9,121.6,42540,16740,Mixed (real + reclass)
37179020317,96.6,136.3,42540,16740,Mixed (real + reclass)
37179020318,109.9,100.9,42540,16740,Mixed (real + reclass)
37179020319,67.3,109.8,42540,16740,Mixed (real + reclass)
37179020320,102.3,100.9,42540,16740,Stable Economy
37179020321,101.6,103.4,42540,16740,Stable Economy
37179020401,104.5,110.5,42540,16740,Mixed (real + reclass)
37179020403,122.2,85.7,42540,16740,Mixed (real + reclass)
37179020405,139.6,57.8,42540,16740,Mixed (real + reclass)
37179020406,138.6,49.1,42540,16740,Mixed (real + reclass)
37179020501,92.1,80.7,42540,16740,Mixed (real + reclass)
37179020502,88.6,70,42540,16740,Mixed (real + reclass)
37179020601,99.3,68.1,42540,16740,Mixed (real + reclass)
37179020602,75.1,78,42540,16740,Stable Economy
37179020701,71,67.7,42540,16740,Stable Economy
37179020702,64.8,72.5,42540,16740,Mixed (real + reclass)
37179020800,47.8,74.9,42540,16740,Mixed (real + reclass)
37179020901,93.2,70.3,42540,16740,Mixed (real + reclass)
37179020902,43.8,103.9,42540,16740,Mixed (real + reclass)
37179021004,50.5,148.8,42540,16740,Mixed (real + reclass)
37179021005,54.2,86.6,42540,16740,Mixed (real + reclass)
37179021006,67,271.8,42540,16740,Mixed (real + reclass)
37179021007,66.4,273.2,42540,16740,Mixed (real + reclass)
37179021009,76.8,225.7,42540,16740,Mixed (real + reclass)
37179021012,77.2,163,42540,16740,Mixed (real + reclass)
37179021014,88.6,95,48700,16740,Mixed (real + reclass)
37179021015,130.4,85.7,48700,16740,Mixed (real + reclass)
37179021016,77,229.6,48700,16740,Mixed (real + reclass)
37179021017,47.7,235.5,48700,16740,Mixed (real + reclass)
37179021018,72.7,196.4,48700,16740,Mixed (real + reclass)
37179021019,69.6,169.1,48700,16740,Mixed (real + reclass)
37179021020,38.2,201.4,48700,16740,Mixed (real + reclass)
37179021021,61.1,172,48700,16740,Mixed (real + reclass)
37181960100,94.1,92.7,48700,99999,Stable Economy
37181960200,86.3,110,48700,99999,Mixed (real + reclass)
37181960300,113.2,109.3,48700,99999,Stable Economy
37181960400,110.4,123.3,48700,99999,Mixed (real + reclass)
37181960500,108.4,80.7,48700,99999,Mixed (real + reclass)
37181960600,112.6,70.4,48700,99999,Mixed (real + reclass)
37181960700,107.6,56.9,48700,99999,Mixed (real + reclass)
37181960800,105.9,53.3,48700,99999,Mixed (real + reclass)
37181960901,105.3,120.5,48700,99999,Mixed (real + reclass)
37181960902,115,129.1,48700,99999,Mixed (real + reclass)
37181960903,118.7,71.1,48700,99999,Mixed (real + reclass)
37181961000,89.7,86.6,48700,99999,Stable Economy
37183050100,164.9,170.4,48700,39580,Mixed (real + reclass)
37183050300,99.8,136.5,48700,39580,Mixed (real + reclass)
37183050400,98.4,141.9,48700,39580,Mixed (real + reclass)
37183050500,98.2,110.2,48700,39580,Mixed (real + reclass)
37183050600,99.1,69,48700,39580,Mixed (real + reclass)
37183050700,113.4,50.4,48700,39580,Mixed (real + reclass)
37183050800,97.2,32.6,48700,39580,Mixed (real + reclass)
37183050900,108.2,28.8,48700,39580,Mixed (real + reclass)
37183051000,91.8,120.4,48700,39580,Mixed (real + reclass)
37183051101,107.8,27.7,99999,39580,Mixed (real + reclass)
37183051200,74.8,138.1,99999,39580,Mixed (real + reclass)
37183051400,84.4,142.6,99999,39580,Mixed (real + reclass)
37183051501,122.1,217.1,99999,39580,Mixed (real + reclass)
37183051502,94.2,167.3,99999,39580,Mixed (real + reclass)
37183051600,92.3,186.9,99999,39580,Mixed (real + reclass)
37183051700,100,257.9,99999,39580,Mixed (real + reclass)
37183051800,87.4,153.4,99999,39580,Mixed (real + reclass)
37183051900,99.4,71.8,99999,39580,Mixed (real + reclass)
37183052001,87.3,35,99999,39580,Mixed (real + reclass)
37183052002,112.8,49.3,99999,39580,Mixed (real + reclass)
37183052101,58.5,54.6,49660,39580,Stable Economy
37183052102,67.8,61.8,49660,39580,Mixed (real + reclass)
37183052303,110.4,66.2,49660,39580,Mixed (real + reclass)
37183052304,70.2,54,49660,39580,Mixed (real + reclass)
37183052306,75,125.2,49660,39580,Mixed (real + reclass)
37183052401,157.6,102.8,49660,39580,Mixed (real + reclass)
37183052404,116.1,106.2,49660,39580,Mixed (real + reclass)
37183052407,97.8,85.4,49660,39580,Mixed (real + reclass)
37183052408,96.8,43.9,49660,39580,Mixed (real + reclass)
37183052409,120.8,36.4,49660,39580,Mixed (real + reclass)
37183052410,99.9,79.9,49660,39580,Mixed (real + reclass)
37183052411,49,74,49660,39580,Mixed (real + reclass)
37183052504,109.2,127.6,49660,39580,Mixed (real + reclass)
37183052505,122.2,108.1,49660,39580,Mixed (real + reclass)
37183052506,103.2,143.8,49660,39580,Mixed (real + reclass)
37183052507,99.2,127.5,49660,39580,Mixed (real + reclass)
37183052508,107.9,177.1,49660,39580,Mixed (real + reclass)
37183052509,116.3,91.3,49660,39580,Mixed (real + reclass)
37183052601,103.8,185.1,49660,39580,Mixed (real + reclass)
37183052602,98.4,128,49660,39580,Mixed (real + reclass)
37183052603,104.9,190.5,49660,39580,Mixed (real + reclass)
37183052701,122.8,89.1,49660,39580,Mixed (real + reclass)
37183052704,99.4,37.9,49660,39580,Mixed (real + reclass)
37183052705,117.8,61,49660,39580,Mixed (real + reclass)
37183052706,113.1,74.1,49660,39580,Mixed (real + reclass)
37183052707,50.3,74.3,49660,39580,Mixed (real + reclass)
37183052801,87.7,98.1,49660,39580,Mixed (real + reclass)
37183052802,46.3,63,49660,39580,Mixed (real + reclass)
37183052807,90.8,67.2,99999,39580,Mixed (real + reclass)
37183052809,99.5,79,99999,39580,Mixed (real + reclass)
37183052810,91.4,71,99999,39580,Mixed (real + reclass)
37183052811,86.2,49.4,99999,39580,Mixed (real + reclass)
37183052812,96.6,111.1,99999,39580,Mixed (real + reclass)
37183052813,86.8,53.4,99999,39580,Mixed (real + reclass)
37183052814,62.5,87.5,99999,39580,Mixed (real + reclass)
37183052815,67.6,42.3,99999,39580,Mixed (real + reclass)
37183052816,69.9,63.6,99999,39580,Mixed (real + reclass)
37183052901,82.1,116.6,99999,39580,Mixed (real + reclass)
37183052902,98.2,83.2,99999,39580,Mixed (real + reclass)
37183052903,92.2,118.5,99999,39580,Mixed (real + reclass)
37183052905,104.5,102.6,20700,39580,Stable Economy
37183052906,108.3,94.1,20700,39580,Mixed (real + reclass)
37183053003,108.9,111.2,20700,39580,Stable Economy
37183053004,94.9,136.5,20700,39580,Mixed (real + reclass)
37183053005,87.9,163.6,20700,39580,Mixed (real + reclass)
37183053006,93.9,135.2,20700,39580,Mixed (real + reclass)
37183053007,86.2,150.7,20700,39580,Mixed (real + reclass)
37183053009,89.5,96,20700,39580,Mixed (real + reclass)
37183053010,86.2,134.3,20700,39580,Mixed (real + reclass)
37183053011,81.3,70.2,20700,39580,Mixed (real + reclass)
37183053105,76.2,84.7,20700,39580,Mixed (real + reclass)
37183053106,71.8,84.3,20700,39580,Mixed (real + reclass)
37183053109,104.1,111.7,20700,39580,Mixed (real + reclass)
37183053110,83.7,123.6,20700,39580,Mixed (real + reclass)
37183053111,112.9,116.3,20700,39580,Stable Economy
37183053112,112.2,93.8,20700,39580,Mixed (real + reclass)
37183053113,116.5,84.7,20700,39580,Mixed (real + reclass)
37183053114,77.3,89.9,20700,39580,Mixed (real + reclass)
37183053115,61.5,69.5,20700,39580,Mixed (real + reclass)
37183053202,69.3,111.6,20700,39580,Mixed (real + reclass)
37183053203,115.6,144.6,20700,39580,Mixed (real + reclass)
37183053204,107.7,97.9,20700,39580,Mixed (real + reclass)
37183053205,100,121.9,20700,39580,Mixed (real + reclass)
37183053206,120.2,110.5,20700,39580,Mixed (real + reclass)
37183053208,126.3,134.2,20700,39580,Mixed (real + reclass)
37183053209,107.5,137.4,20700,39580,Mixed (real + reclass)
37183053210,111.2,165.5,20700,39580,Mixed (real + reclass)
37183053211,109.8,163,20700,39580,Mixed (real + reclass)
37183053405,117.7,150.4,20700,39580,Mixed (real + reclass)
37183053408,86.4,147.9,20700,39580,Mixed (real + reclass)
37183053409,103.1,148.8,20700,39580,Mixed (real + reclass)
37183053410,84.8,203,20700,39580,Mixed (real + reclass)
37183053411,98.4,170.8,20700,39580,Mixed (real + reclass)
37183053415,142.5,155.6,33874,39580,Mixed (real + reclass)
37183053417,117.6,110.3,33874,39580,Mixed (real + reclass)
37183053419,125.5,131.9,33874,39580,Mixed (real + reclass)
37183053421,104.4,115.5,33874,39580,Mixed (real + reclass)
37183053422,103.6,160.7,33874,39580,Mixed (real + reclass)
37183053423,70.5,111.3,33874,39580,Mixed (real + reclass)
37183053424,88.3,143.7,33874,39580,Mixed (real + reclass)
37183053425,81,153,33874,39580,Mixed (real + reclass)
37183053427,84.8,175.1,33874,39580,Mixed (real + reclass)
37183053428,98.3,148.1,33874,39580,Mixed (real + reclass)
37183053429,106.7,117.5,33874,39580,Mixed (real + reclass)
37183053430,83.8,120.1,33874,39580,Mixed (real + reclass)
37183053431,85.3,97,33874,39580,Mixed (real + reclass)
37183053432,104.2,99.4,33874,39580,Stable Economy
37183053433,67.9,128.8,33874,39580,Mixed (real + reclass)
37183053434,123.2,138.1,33874,39580,Mixed (real + reclass)
37183053435,120,141,33874,39580,Mixed (real + reclass)
37183053436,105.6,94.4,33874,39580,Mixed (real + reclass)
37183053505,105.6,125.3,33874,39580,Mixed (real + reclass)
37183053506,110.8,125.7,33874,39580,Mixed (real + reclass)
37183053507,138.3,103.7,33874,39580,Mixed (real + reclass)
37183053509,110.1,176,33874,39580,Mixed (real + reclass)
37183053512,144.1,104.9,33874,39580,Mixed (real + reclass)
37183053513,100.1,83.2,33874,39580,Mixed (real + reclass)
37183053516,92.4,84,33874,39580,Mixed (real + reclass)
37183053517,69.7,65.9,33874,39580,Stable Economy
37183053518,94.2,109.8,33874,39580,Mixed (real + reclass)
37183053519,73.9,78.1,33874,39580,Stable Economy
37183053520,72.4,88.3,33874,39580,Mixed (real + reclass)
37183053521,56.1,145.6,33874,39580,Mixed (real + reclass)
37183053522,63.2,135.6,33874,39580,Mixed (real + reclass)
37183053523,76.5,196.7,33874,39580,Mixed (real + reclass)
37183053524,95.2,86.7,33874,39580,Mixed (real + reclass)
37183053525,64.5,117.7,33874,39580,Mixed (real + reclass)
37183053603,86.3,192.3,33874,39580,Mixed (real + reclass)
37183053604,109.5,188.6,33874,39580,Mixed (real + reclass)
37183053608,122.4,145,33874,39580,Mixed (real + reclass)
37183053609,127.6,89.8,33874,39580,Mixed (real + reclass)
37183053611,88.2,138.6,33874,39580,Mixed (real + reclass)
37183053612,177.1,105.8,33874,39580,Mixed (real + reclass)
37183053613,145.9,131.8,33874,39580,Mixed (real + reclass)
37183053614,102.9,145.9,33874,39580,Mixed (real + reclass)
37183053615,96.4,136.4,33874,39580,Mixed (real + reclass)
37183053616,69.4,161.1,33874,39580,Mixed (real + reclass)
37183053617,160.5,157.8,33874,39580,Stable Economy
37183053618,121.4,116,33874,39580,Mixed (real + reclass)
37183053619,97.8,53.6,33874,39580,Mixed (real + reclass)
37183053620,143.8,128.5,33874,39580,Mixed (real + reclass)
37183053711,131.9,153.9,33874,39580,Mixed (real + reclass)
37183053712,110.8,137.8,33874,39580,Mixed (real + reclass)
37183053713,111.3,45.7,33874,39580,Mixed (real + reclass)
37183053714,121.8,121.8,33874,39580,Stable Economy
37183053715,126.3,109.7,33874,39580,Mixed (real + reclass)
37183053716,85.7,96.1,33874,39580,Mixed (real + reclass)
37183053717,76.5,86.7,33874,39580,Mixed (real + reclass)
37183053718,93.2,132,33874,39580,Mixed (real + reclass)
37183053719,68.5,144.9,33874,39580,Mixed (real + reclass)
37183053720,75.4,153.2,33874,39580,Mixed (real + reclass)
37183053721,120.7,164.7,33874,39580,Mixed (real + reclass)
37183053722,81.1,134.5,33874,39580,Mixed (real + reclass)
37183053723,72,79.8,33874,39580,Mixed (real + reclass)
37183053724,101.4,137,33874,39580,Mixed (real + reclass)
37183053725,89,117.7,33874,39580,Mixed (real + reclass)
37183053726,121,82.6,33874,39580,Mixed (real + reclass)
37183053727,104.8,152.4,33874,39580,Mixed (real + reclass)
37183053728,97.2,73.8,33874,39580,Mixed (real + reclass)
37183053729,83.4,117.8,33874,39580,Mixed (real + reclass)
37183053730,108.2,62.4,33874,39580,Mixed (real + reclass)
37183053803,84.7,209.7,33874,39580,Mixed (real + reclass)
37183053804,100.7,150.3,33874,39580,Mixed (real + reclass)
37183053805,142.4,181.2,33874,39580,Mixed (real + reclass)
37183053806,120.3,137.9,33874,39580,Mixed (real + reclass)
37183053807,46.7,125.7,33874,39580,Mixed (real + reclass)
37183053808,94,165.3,33874,39580,Mixed (real + reclass)
37183053901,102.2,162.9,33874,39580,Mixed (real + reclass)
37183053902,113.9,166.4,33874,39580,Mixed (real + reclass)
37183054001,121.1,86.6,33874,39580,Mixed (real + reclass)
37183054004,110.8,68.5,33874,39580,Mixed (real + reclass)
37183054006,158.7,78.4,33874,39580,Mixed (real + reclass)
37183054007,134.8,81.1,33874,39580,Mixed (real + reclass)
37183054008,138.5,45.3,33874,39580,Mixed (real + reclass)
37183054011,130.7,142.7,33874,39580,Mixed (real + reclass)
37183054012,102.8,112.7,33874,39580,Mixed (real + reclass)
37183054015,109.2,57.7,33874,39580,Mixed (real + reclass)
37183054016,150,136.8,33874,39580,Mixed (real + reclass)
37183054017,147.2,90.6,33874,39580,Mixed (real + reclass)
37183054018,119.2,48.8,33874,39580,Mixed (real + reclass)
37183054019,146.6,146.4,33874,39580,Stable Economy
37183054020,115.4,116.9,33874,39580,Stable Economy
37183054021,94.6,153.5,33874,39580,Mixed (real + reclass)
37183054022,74.4,82.9,33874,39580,Mixed (real + reclass)
37183054023,71.6,72.5,33874,39580,Stable Economy
37183054106,94.1,68.5,33874,39580,Mixed (real + reclass)
37183054108,64,68.3,33874,39580,Stable Economy
37183054109,69.2,118,33874,39580,Mixed (real + reclass)
37183054111,39.6,89.3,33874,39580,Mixed (real + reclass)
37183054112,73.9,75.1,33874,39580,Stable Economy
37183054113,57.8,90.5,33874,39580,Mixed (real + reclass)
37183054114,41.9,91.5,33874,39580,Mixed (real + reclass)
37183054115,37.2,91.5,33874,39580,Mixed (real + reclass)
37183054116,34.9,67.7,33874,39580,Mixed (real + reclass)
37183054117,37.3,83.7,33874,39580,Mixed (real + reclass)
37183054118,17.9,76.7,33874,39580,Mixed (real + reclass)
37183054119,84.9,87.2,33874,39580,Stable Economy
37183054120,69.6,128,33874,39580,Mixed (real + reclass)
37183054121,88.7,100.3,33874,39580,Mixed (real + reclass)
37183054203,111.3,162,33874,39580,Mixed (real + reclass)
37183054204,108.5,87.5,33874,39580,Mixed (real + reclass)
37183054206,91.6,93.7,33874,39580,Stable Economy
37183054212,85.8,107.1,33874,39580,Mixed (real + reclass)
37183054213,117.9,171.8,33874,39580,Mixed (real + reclass)
37183054214,127.5,124.1,33874,39580,Stable Economy
37183054215,154.2,97.8,33874,39580,Mixed (real + reclass)
37183054216,210.2,105.1,33874,39580,Mixed (real + reclass)
37183054217,211.2,130.9,33874,39580,Mixed (real + reclass)
37183054218,219.9,101.8,33874,39580,Mixed (real + reclass)
37183054219,125.5,162.7,33874,39580,Mixed (real + reclass)
37183054220,250.1,111.3,33874,39580,Mixed (real + reclass)
37183054221,231.4,110.6,33874,39580,Mixed (real + reclass)
37183054222,182.3,152.8,33874,39580,Mixed (real + reclass)
37183054223,171,69.7,33874,39580,Mixed (real + reclass)
37183054224,177.8,69.1,33874,39580,Mixed (real + reclass)
37183054304,143.6,110.7,33874,39580,Mixed (real + reclass)
37183054305,93.2,78.2,33874,39580,Mixed (real + reclass)
37183054306,178.7,43.8,33874,39580,Mixed (real + reclass)
37183054402,142.5,89.4,33874,39580,Mixed (real + reclass)
37183054403,119.2,83.7,33874,39580,Mixed (real + reclass)
37183054404,76.3,64.1,33874,39580,Mixed (real + reclass)
37183054501,82.1,87.1,33874,39580,Mixed (real + reclass)
37183054502,81.3,41.4,33874,39580,Mixed (real + reclass)
37185950101,104.5,139.8,33874,99999,Mixed (real + reclass)
37185950102,107,114.8,33874,99999,Mixed (real + reclass)
37185950103,128.6,78.7,33874,99999,Mixed (real + reclass)
37185950201,174.4,80.3,33874,99999,Mixed (real + reclass)
37185950300,91.2,65.3,33874,99999,Mixed (real + reclass)
37185950400,104.4,75.4,33874,99999,Mixed (real + reclass)
37185999999,112,86.5,33874,99999,Mixed (real + reclass)
37187950100,121.5,79,33874,99999,Mixed (real + reclass)
37187950201,114.2,42.5,33874,99999,Mixed (real + reclass)
37187950202,132.7,126.2,33874,99999,Mixed (real + reclass)
37187950300,127.6,91.9,33874,99999,Mixed (real + reclass)
37187999999,162.7,81.2,33874,99999,Mixed (real + reclass)
37189920100,94.5,114.4,33874,99999,Mixed (real + reclass)
37189920200,52.9,92.6,33874,99999,Mixed (real + reclass)
37189920300,69.8,146.5,33874,99999,Mixed (real + reclass)
37189920400,125.6,121,33874,99999,Stable Economy
37189920500,93,134.3,33874,99999,Mixed (real + reclass)
37189920602,109,178.7,33874,99999,Mixed (real + reclass)
37189920701,63.3,98.3,33874,99999,Mixed (real + reclass)
37189920703,127.1,127.3,33874,99999,Stable Economy
37189920800,120.2,166.3,33874,99999,Mixed (real + reclass)
37189920900,159,122.7,33874,99999,Mixed (real + reclass)
37189921000,113,138.4,33874,99999,Mixed (real + reclass)
37191000102,86.8,151.9,33874,24140,Mixed (real + reclass)
37191000103,85.4,76.9,33874,24140,Mixed (real + reclass)
37191000104,112.2,119.5,33874,24140,Mixed (real + reclass)
37191000200,128.5,102.1,33874,24140,Mixed (real + reclass)
37191000302,119.3,97.3,33874,24140,Mixed (real + reclass)
37191000303,110.9,130,33874,24140,Mixed (real + reclass)
37191000304,84.5,115.4,33874,24140,Mixed (real + reclass)
37191000401,103.2,140.1,33874,24140,Mixed (real + reclass)
37191000402,87.8,82.6,33874,24140,Mixed (real + reclass)
37191000500,71,88.8,33874,24140,Mixed (real + reclass)
37191000601,81.8,66.4,33874,24140,Mixed (real + reclass)
37191000603,73.1,112.7,33874,24140,Mixed (real + reclass)
37191000604,79.9,64.3,33874,24140,Mixed (real + reclass)
37191000700,98.4,94.7,33874,24140,Stable Economy
37191000800,105.7,115,33874,24140,Mixed (real + reclass)
37191000901,81.2,95.6,33874,24140,Mixed (real + reclass)
37191000902,89.6,69.3,33874,24140,Mixed (real + reclass)
37191001000,66.7,115.7,33874,24140,Mixed (real + reclass)
37191001102,68.2,103.4,33874,24140,Mixed (real + reclass)
37191001103,71.3,135.2,33874,24140,Mixed (real + reclass)
37191001104,83.6,101.1,33874,24140,Mixed (real + reclass)
37191001200,81.3,77.6,33874,24140,Reclassification Effect
37191001301,101.5,122.8,33874,24140,Mixed (real + reclass)
37191001302,86,105.3,33874,24140,Mixed (real + reclass)
37191001401,101.7,97.1,33874,24140,Stable Economy
37191001500,87.3,62.7,33874,24140,Mixed (real + reclass)
37191001800,100.3,33.5,33874,24140,Mixed (real + reclass)
37191001900,103.4,50,33874,24140,Mixed (real + reclass)
37191002000,97.9,52.3,33874,24140,Mixed (real + reclass)
37193960101,99.7,106,33874,99999,Mixed (real + reclass)
37193960102,100.1,97.1,33874,99999,Stable Economy
37193960200,81.7,84.3,33874,99999,Stable Economy
37193960300,39,84.4,33874,99999,Mixed (real + reclass)
37193960401,52.1,102.6,33874,99999,Mixed (real + reclass)
37193960402,61,105.7,33874,99999,Mixed (real + reclass)
37193960500,73.7,100.1,33874,99999,Mixed (real + reclass)
37193960600,29.8,86.1,33874,99999,Mixed (real + reclass)
37193960700,71.6,77.9,33874,99999,Mixed (real + reclass)
37193960801,57.7,91.4,33874,99999,Mixed (real + reclass)
37193960802,45.5,116.5,33874,99999,Mixed (real + reclass)
37193960901,94,106.6,33874,99999,Mixed (real + reclass)
37193960902,72.3,122.2,33874,99999,Mixed (real + reclass)
37193961001,52.2,91,33874,99999,Mixed (real + reclass)
37193961002,95.9,98.4,33874,99999,Stable Economy
37193961100,119,101.2,33874,99999,Mixed (real + reclass)
37193961201,120.9,124.8,33874,99999,Stable Economy
37193961202,95.8,107.1,33874,99999,Mixed (real + reclass)
37195000100,116.5,64.8,33874,99999,Mixed (real + reclass)
37195000200,98.1,38.6,33874,99999,Mixed (real + reclass)
37195000300,123.3,59.4,33874,99999,Mixed (real + reclass)
37195000401,112.2,97.8,14100,99999,Mixed (real + reclass)
37195000402,135.4,81,14100,99999,Mixed (real + reclass)
37195000501,74.4,158.2,14100,99999,Mixed (real + reclass)
37195000502,127.5,127.8,14100,99999,Stable Economy
37195000602,87.1,160.6,10900,99999,Mixed (real + reclass)
37195000701,170.8,91.8,10900,99999,Mixed (real + reclass)
37195000702,100.5,46.6,10900,99999,Mixed (real + reclass)
37195000801,113.4,30.5,10900,99999,Mixed (real + reclass)
37195000802,31.9,67.3,10900,99999,Mixed (real + reclass)
37195000900,77.8,115,10900,99999,Mixed (real + reclass)
37195001000,74.4,124.6,10900,99999,Mixed (real + reclass)
37195001100,66.9,113.6,10900,99999,Mixed (real + reclass)
37195001200,59.1,76.1,10900,99999,Mixed (real + reclass)
37195001301,47.2,89.4,10900,99999,Mixed (real + reclass)
37195001302,57.1,99.9,10900,99999,Mixed (real + reclass)
37195001401,38.5,188.7,10900,99999,Mixed (real + reclass)
37195001402,57.5,96.5,10900,99999,Mixed (real + reclass)
37195001501,140.1,121.8,10900,99999,Mixed (real + reclass)
37195001502,51.5,148.6,10900,99999,Mixed (real + reclass)
37195001600,45.6,111.6,10900,99999,Mixed (real + reclass)
37195001700,80.9,113,10900,99999,Mixed (real + reclass)
37197050101,78.1,118,10900,49180,Mixed (real + reclass)
37197050102,56.4,85.3,10900,49180,Mixed (real + reclass)
37197050200,91.6,83.6,10900,49180,Mixed (real + reclass)
37197050300,69.3,89.9,10900,49180,Mixed (real + reclass)
37197050401,102.1,58.3,10900,49180,Mixed (real + reclass)
37197050402,106.9,100.5,10900,49180,Mixed (real + reclass)
37197050502,118.7,84.7,10900,49180,Mixed (real + reclass)
37197050503,79.6,118.7,10900,49180,Mixed (real + reclass)
37197050504,98.4,88.3,10900,49180,Mixed (real + reclass)
37199960101,143.4,97.5,10900,99999,Mixed (real + reclass)
37199960102,111.1,85.7,10900,99999,Mixed (real + reclass)
37199960200,93.1,110.3,10900,99999,Mixed (real + reclass)
37199960300,98.3,83.9,10900,99999,Mixed (real + reclass)
37199960400,113.7,115.6,10900,99999,Stable Economy
37199999999,113.5,102.7,10900,99999,Mixed (real + reclass)
38001965600,95.9,90.7,10900,99999,Mixed (real + reclass)
38001999999,80.3,90.7,10900,99999,Mixed (real + reclass)
38003967900,108.9,99.6,10900,99999,Mixed (real + reclass)
38003968000,89.9,111.6,10900,99999,Mixed (real + reclass)
38003968200,121,76.7,10900,99999,Mixed (real + reclass)
38003968300,114.8,98.4,10900,99999,Mixed (real + reclass)
38003999999,73.1,96.5,10900,99999,Mixed (real + reclass)
38005940100,143.1,55.2,10900,99999,Mixed (real + reclass)
38005940200,94.9,58.1,10900,99999,Mixed (real + reclass)
38005956700,151.8,87.1,10900,99999,Mixed (real + reclass)
38005999999,136,72,10900,99999,Mixed (real + reclass)
38007963100,119.3,116,10900,99999,Stable Economy
38007999999,137.5,116,10900,99999,Mixed (real + reclass)
38009952300,141.3,94,10900,99999,Mixed (real + reclass)
38009952400,74.7,118,10900,99999,Mixed (real + reclass)
38009952500,73.3,120.1,10900,99999,Mixed (real + reclass)
38009999999,131.3,106.1,10900,99999,Mixed (real + reclass)
38011965200,120,105.2,10900,99999,Mixed (real + reclass)
38011965300,100.9,111.8,10900,99999,Mixed (real + reclass)
38011999999,114.9,110.9,10900,99999,Stable Economy
38013953300,103.3,119.5,10900,99999,Mixed (real + reclass)
38013999999,116.9,119.5,10900,99999,Stable Economy
38015010100,148.8,96.2,10900,13900,Mixed (real + reclass)
38015010200,148.1,51.1,10900,13900,Mixed (real + reclass)
38015010300,117.7,80.6,10900,13900,Mixed (real + reclass)
38015010400,134,88.5,10900,13900,Mixed (real + reclass)
38015010500,114.6,102.9,10900,13900,Mixed (real + reclass)
38015010600,138.5,107.3,10900,13900,Mixed (real + reclass)
38015010700,85.3,98.3,10900,13900,Mixed (real + reclass)
38015010800,88.8,72.7,10900,13900,Mixed (real + reclass)
38015010900,96.1,98.2,10900,13900,Stable Economy
38015011001,117.3,90.4,10900,13900,Mixed (real + reclass)
38015011002,154.8,117.6,10900,13900,Mixed (real + reclass)
38015011101,147.9,103.4,10900,13900,Mixed (real + reclass)
38015011103,94.8,76,10900,13900,Mixed (real + reclass)
38015011104,90.6,145.3,10900,13900,Mixed (real + reclass)
38015011105,112.1,128.4,99999,13900,Mixed (real + reclass)
38015011200,93.6,108,99999,13900,Mixed (real + reclass)
38015011300,97.3,105.6,99999,13900,Mixed (real + reclass)
38015011400,108,102,99999,13900,Mixed (real + reclass)
38015011500,116.2,95.5,99999,13900,Mixed (real + reclass)
38017000100,97.9,128.4,99999,22020,Mixed (real + reclass)
38017000203,138.5,73.4,99999,22020,Mixed (real + reclass)
38017000204,115.8,84.9,99999,22020,Mixed (real + reclass)
38017000300,112.7,143.9,99999,22020,Mixed (real + reclass)
38017000400,58.7,88.6,99999,22020,Mixed (real + reclass)
38017000501,103.1,59.5,99999,22020,Mixed (real + reclass)
38017000502,85.2,32.6,99999,22020,Mixed (real + reclass)
38017000601,64.7,58.9,99999,22020,Mixed (real + reclass)
38017000602,92.8,47.7,99999,22020,Mixed (real + reclass)
38017000700,93.4,50,99999,22020,Mixed (real + reclass)
38017000801,75.1,101.1,99999,22020,Mixed (real + reclass)
38017000802,81.7,67.8,99999,22020,Mixed (real + reclass)
38017000901,100.3,89.6,99999,22020,Mixed (real + reclass)
38017000903,119,63.4,99999,22020,Mixed (real + reclass)
38017000904,82.2,85.9,99999,22020,Stable Economy
38017001003,53.4,72.7,99999,22020,Mixed (real + reclass)
38017001004,80.3,97.4,99999,22020,Mixed (real + reclass)
38017010106,105.1,58.3,99999,22020,Mixed (real + reclass)
38017010107,99.8,56.2,99999,22020,Mixed (real + reclass)
38017010109,94.2,91.5,25420,22020,Stable Economy
38017010110,112.7,123.8,25420,22020,Mixed (real + reclass)
38017010111,82.3,28.3,25420,22020,Mixed (real + reclass)
38017010201,84.8,112,25420,22020,Mixed (real + reclass)
38017010205,101,137.3,25420,22020,Mixed (real + reclass)
38017010206,99.1,89.9,25420,22020,Mixed (real + reclass)
38017010303,86.9,99.6,25420,22020,Mixed (real + reclass)
38017010306,93.4,108.7,25420,22020,Mixed (real + reclass)
38017010307,88,142.3,25420,22020,Mixed (real + reclass)
